user,item,rating
1156,81,5.0
1188,81,5.0
1188,80,4.0
1236,73,5.0
1156,83,5.0
1313,81,5.0
1329,73,5.0
1383,17,5.0
1443,83,5.0
1489,83,1.0
1670,92,5.0
1688,73,5.0
1732,81,5.0
1863,83,1.0
1732,80,5.0
2180,121,1.0
2206,143,5.0
2221,143,4.0
2381,146,5.0
2418,146,5.0
2563,167,5.0
2580,143,5.0
2620,92,5.0
2650,81,1.0
2669,145,5.0
2721,143,3.0
2989,145,4.0
3013,178,1.0
3101,143,5.0
2721,167,5.0
1383,143,5.0
3435,220,5.0
3465,167,5.0
3481,219,4.0
3511,220,4.0
3581,178,1.0
3590,167,5.0
3663,220,5.0
3789,146,5.0
4022,219,5.0
4037,142,2.0
4432,81,5.0
4432,83,5.0
4483,219,3.0
3435,2,4.0
2381,220,5.0
4932,154,5.0
1329,220,4.0
5002,250,5.0
5172,80,3.0
5182,145,4.0
5260,239,5.0
5334,239,5.0
5354,154,5.0
5400,217,5.0
5434,220,4.0
5503,217,5.0
5596,217,4.0
5687,314,4.0
5696,250,5.0
5857,104,4.0
4022,296,5.0
6071,296,4.0
6110,2,4.0
6313,77,5.0
6360,314,5.0
6442,220,5.0
3482,43,5.0
6493,104,3.0
6495,83,5.0
6632,250,4.0
6735,239,5.0
6780,236,2.0
6846,296,5.0
6910,369,5.0
6919,324,4.0
6935,220,5.0
6962,314,4.0
3481,374,5.0
7242,324,5.0
7342,338,1.0
7407,142,1.0
7429,259,5.0
7441,393,4.0
7469,77,4.0
7528,370,5.0
7605,314,4.0
7645,346,1.0
7684,393,4.0
5137,178,5.0
7881,426,5.0
7898,374,5.0
8387,371,5.0
8486,393,4.0
8539,374,5.0
8547,426,5.0
8842,393,4.0
8935,283,5.0
9075,283,5.0
9092,283,5.0
9224,242,3.0
9447,314,4.0
9554,81,4.0
9600,296,5.0
2989,283,5.0
9631,104,5.0
9802,457,1.0
9846,283,4.0
9914,142,4.0
10260,283,5.0
10310,220,5.0
6313,283,5.0
7242,296,5.0
10727,283,4.0
10764,314,5.0
10862,443,4.0
10866,374,5.0
10874,296,5.0
10882,220,5.0
11365,283,4.0
11394,283,5.0
11581,485,5.0
11643,283,3.0
11730,283,4.0
11799,485,4.0
11801,283,5.0
11920,492,4.0
11939,569,5.0
9207,511,5.0
12045,80,4.0
12048,465,5.0
12101,283,3.0
12243,283,4.0
12262,387,5.0
12326,2,5.0
12501,283,5.0
12530,485,5.0
3481,457,5.0
12598,370,3.0
8547,296,5.0
12690,426,5.0
12806,569,4.0
12844,121,4.0
12894,154,5.0
7605,569,5.0
13098,296,4.0
13193,283,3.0
13292,220,5.0
13360,274,5.0
13366,283,3.0
13424,258,4.0
13478,569,5.0
13492,387,5.0
13528,283,4.0
13534,476,5.0
13622,121,5.0
13721,476,5.0
13746,517,3.0
13790,485,4.0
13929,346,1.0
13937,485,5.0
14080,449,5.0
14391,449,5.0
14469,236,5.0
28,651,4.0
14500,457,1.0
14548,485,5.0
14575,142,5.0
4483,310,5.0
14717,136,4.0
14984,142,2.0
4778,511,5.0
15266,283,5.0
15360,220,5.0
3997,449,4.0
15746,525,5.0
13424,468,5.0
15868,517,5.0
15928,465,5.0
15972,370,4.0
16202,307,4.0
16250,283,5.0
16370,673,5.0
10727,569,3.0
16532,337,5.0
15170,485,5.0
16657,485,4.0
16708,283,5.0
16724,392,4.0
16887,283,4.0
16927,269,2.0
16987,340,4.0
16993,569,5.0
16994,457,5.0
11517,679,3.0
17373,457,2.0
5696,710,5.0
17713,438,5.0
4934,714,4.0
17742,714,4.0
5354,714,5.0
16724,705,5.0
3939,714,5.0
17990,714,4.0
18123,80,5.0
3939,17,5.0
1156,714,5.0
18193,468,4.0
18202,736,5.0
18309,561,5.0
18324,714,2.0
18353,714,4.0
18390,714,5.0
18427,561,5.0
4778,710,5.0
18461,457,5.0
18544,714,5.0
18569,746,4.0
18604,725,3.0
18649,476,5.0
18709,746,4.0
18709,219,5.0
18788,759,5.0
18709,725,4.0
18814,511,5.0
18878,457,2.0
18890,746,4.0
18908,746,4.0
18878,679,5.0
11939,714,5.0
4483,714,4.0
19067,468,5.0
19080,283,5.0
19111,2,5.0
9600,327,5.0
19236,698,4.0
19275,714,5.0
19335,340,3.0
4934,647,5.0
19488,683,4.0
19539,746,5.0
7242,283,4.0
19640,793,1.0
19719,736,3.0
19824,557,4.0
19855,142,5.0
5434,714,4.0
19947,725,3.0
20112,819,3.0
3939,819,5.0
20272,679,1.0
20275,819,4.0
20310,2,5.0
9447,819,4.0
20345,819,4.0
3511,371,5.0
20356,819,5.0
20365,714,4.0
20412,819,4.0
707,740,5.0
20457,819,5.0
20494,350,4.0
20515,457,5.0
2669,569,3.0
20607,283,3.0
20683,569,1.0
20693,819,2.0
20700,819,4.0
20779,283,5.0
20787,679,5.0
20787,694,5.0
13937,426,5.0
20888,366,5.0
20898,736,4.0
5002,645,2.0
10310,399,5.0
20948,714,3.0
21123,540,5.0
15797,663,5.0
21485,854,4.0
21503,81,4.0
21504,307,5.0
13424,80,5.0
19640,854,5.0
7605,828,5.0
21585,449,4.0
28,840,5.0
21680,828,5.0
21686,443,3.0
21788,740,3.0
21888,354,5.0
1670,698,5.0
22002,854,5.0
1670,220,5.0
2669,289,3.0
22205,289,5.0
22228,43,4.0
13790,371,5.0
22279,663,5.0
22228,759,5.0
15797,521,5.0
1670,439,5.0
22332,220,5.0
18324,810,4.0
22501,710,1.0
22560,92,5.0
22574,457,5.0
22685,710,5.0
22916,710,5.0
6060,468,4.0
22959,864,5.0
23067,840,3.0
23131,810,4.0
23164,838,4.0
10310,296,5.0
23257,457,4.0
23336,710,5.0
4934,679,5.0
22606,746,4.0
23460,838,4.0
23486,714,5.0
13814,816,5.0
23564,283,5.0
23877,710,4.0
23952,714,5.0
24045,710,5.0
6313,647,4.0
24090,725,5.0
18908,714,4.0
24269,746,5.0
24294,935,1.0
24446,645,4.0
24471,449,5.0
24649,744,3.0
24649,740,5.0
24649,457,4.0
13098,746,5.0
24795,810,4.0
25006,679,1.0
25025,759,5.0
25059,864,5.0
25071,452,5.0
25077,666,5.0
25110,457,5.0
16528,871,5.0
25314,765,4.0
25345,479,5.0
25429,679,4.0
25470,746,4.0
23067,463,3.0
25494,714,4.0
25518,296,5.0
25613,679,1.0
25653,838,4.0
25655,457,3.0
18702,511,3.0
25736,457,5.0
25797,714,1.0
10727,819,3.0
7342,679,5.0
25826,808,1.0
25854,714,5.0
